Name,source,original_index,SMILES,status
positive:36,positive,36,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,kept
positive:37,positive,37,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,kept
positive:38,positive,38,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,kept
positive:39,positive,39,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,kept
positive:40,positive,40,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],kept
positive:41,positive,41,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,kept
positive:42,positive,42,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,kept
positive:43,positive,43,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],kept
positive:44,positive,44,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,kept
positive:45,positive,45,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,kept
positive:46,positive,46,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,kept
positive:47,positive,47,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,kept
positive:48,positive,48,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],kept
positive:49,positive,49,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,kept
positive:50,positive,50,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,kept
positive:51,positive,51,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,kept
positive:52,positive,52,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,kept
positive:53,positive,53,O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,kept
positive:54,positive,54,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,kept
positive:55,positive,55,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,kept
positive:56,positive,56,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,kept
positive:57,positive,57,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,kept
positive:58,positive,58,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,kept
positive:59,positive,59,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,kept
positive:60,positive,60,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,kept
positive:61,positive,61,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,kept
positive:62,positive,62,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,kept
positive:63,positive,63,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,kept
positive:64,positive,64,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,kept
positive:65,positive,65,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,kept
positive:66,positive,66,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],kept
positive:67,positive,67,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,kept
positive:68,positive,68,Brc1ccc(-c2ccc(Br)cc2)cc1,kept
positive:69,positive,69,c1ccc2cc3ccccc3cc2c1,kept
positive:70,positive,70,Clc1ccc(Cl)c(Cl)c1,kept
positive:71,positive,71,C=CCCCCCCC,kept
positive:72,positive,72,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,kept
positive:73,positive,73,COc1cc(Cl)c(Cl)c(Cl)c1Cl,kept
positive:74,positive,74,Clc1cc2ccccc2c2ccccc12,kept
positive:75,positive,75,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],kept
positive:76,positive,76,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,kept
positive:77,positive,77,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,kept
positive:78,positive,78,ClC1=C(Cl)C2(Cl)C(Cl)CC1(Cl)C2(Cl)Cl,kept
positive:79,positive,79,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,kept
positive:80,positive,80,CCCCCCC1CCCCC1,kept
positive:81,positive,81,Clc1ccc2oc3ccc(Cl)cc3c2c1,kept
positive:82,positive,82,CCCCC(CC)Cn1c(O)c2c(c1O)C1(C(C)C)C=CC2(C)CC1,kept
positive:83,positive,83,CC(C)C1CCC(C(C)C)CC1,kept
positive:84,positive,84,Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,kept
positive:85,positive,85,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,kept
positive:86,positive,86,Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,kept
positive:87,positive,87,CC1CC(C)CC(C)(C)C1,kept
positive:88,positive,88,Clc1ccc(Oc2ccccc2)c(Cl)c1,kept
positive:89,positive,89,Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,kept
positive:90,positive,90,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,kept
positive:91,positive,91,Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,kept
positive:92,positive,92,C/C(=C\C(C)C)CC(C)C,kept
positive:93,positive,93,c1ccc(-c2ccccc2-c2ccccc2)cc1,kept
positive:94,positive,94,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,kept
positive:95,positive,95,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,kept
positive:96,positive,96,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,kept
positive:97,positive,97,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],kept
positive:98,positive,98,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],kept
positive:99,positive,99,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,kept
positive:100,positive,100,CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,kept
positive:101,positive,101,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,kept
positive:102,positive,102,CCCCSP(=O)(SCCCC)SCCCC,kept
positive:103,positive,103,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,kept
positive:104,positive,104,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,kept
positive:105,positive,105,O=c1c(C2CC(c3ccc(OCc4ccc(C(F)(F)F)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,kept
positive:106,positive,106,c1ccc(-c2ccccc2)cc1,kept
positive:107,positive,107,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,kept
positive:108,positive,108,Cc1ccc2ccccc2c1,kept
positive:109,positive,109,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,kept
positive:110,positive,110,Cc1ccc(C)c(Cc2ccccc2)c1,kept
positive:111,positive,111,CCCC=Cc1ccc2c(O)c3ccccc3c(O)c2c1,kept
positive:112,positive,112,COc1cc(Cl)c(Cl)c(Cl)c1OC,kept
positive:113,positive,113,C=CCCC(CC)CCCC,kept
positive:114,positive,114,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,kept
positive:115,positive,115,Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,kept
positive:116,positive,116,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,kept
positive:117,positive,117,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,kept
positive:118,positive,118,CCCCCCCC(C)C(C)(C)C,kept
positive:119,positive,119,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,kept
positive:120,positive,120,CC(C)c1cccc(C(C)C)c1,kept
positive:121,positive,121,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,kept
positive:122,positive,122,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,kept
positive:123,positive,123,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,kept
positive:124,positive,124,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,kept
positive:125,positive,125,c1ccc2c(c1)ccc1ccccc12,kept
positive:126,positive,126,Clc1cc(Cl)c(Cl)cc1Cl,kept
positive:127,positive,127,c1ccc(Cc2ccccc2)cc1,kept
positive:128,positive,128,Clc1cc(Cl)cc(Cl)c1,kept
positive:129,positive,129,Cc1cccc2c1ccc1ccccc12,kept
positive:130,positive,130,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,kept
positive:131,positive,131,Clc1cccc(-c2ccccc2)c1Cl,kept
positive:132,positive,132,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,kept
positive:133,positive,133,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,kept
positive:134,positive,134,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,kept
positive:135,positive,135,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,kept
positive:136,positive,136,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,kept
positive:137,positive,137,OCc1cc(Cl)cc(Cl)c1Cl,kept
positive:138,positive,138,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,kept
positive:139,positive,139,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,kept
positive:140,positive,140,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,kept
negative:0,negative,0,O=C(O)c1c(Cl)cccc1Cl,kept
negative:1,negative,1,ClC(Cl)(Cl)Cl,kept
negative:2,negative,2,c1ccc2cc3c(ccc4ccccc43)cc2c1,kept
negative:3,negative,3,Cc1cc(O)ccc1Cl,kept
negative:4,negative,4,CNC(=O)CSP(=S)(OC)OC,kept
negative:5,negative,5,Nc1ccccc1,kept
negative:6,negative,6,CC1C[C@H](C)CC([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,kept
negative:7,negative,7,CC(Cl)(Cl)Cl,kept
negative:8,negative,8,BrC(Br)Br,kept
negative:9,negative,9,ClC=C(Cl)Cl,kept
negative:10,negative,10,ClC(Cl)C(Cl)Cl,kept
negative:11,negative,11,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,kept
negative:12,negative,12,Nc1ccc2ccccc2c1S(=O)(=O)O,kept
negative:13,negative,13,O=C1c2ccccc2-c2cccc3cccc1c23,kept
negative:14,negative,14,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,kept
negative:15,negative,15,Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,kept
negative:16,negative,16,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,kept
negative:17,negative,17,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,kept
negative:18,negative,18,Clc1cccc(Cl)c1Cl,kept
negative:19,negative,19,Cc1ccccc1S(N)(=O)=O,kept
negative:20,negative,20,O=[N+]([O-])c1ccccc1Cl,kept
negative:21,negative,21,Nc1ccccc1[N+](=O)[O-],kept
negative:22,negative,22,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,kept
negative:23,negative,23,Cc1ccccc1CN,kept
negative:24,negative,24,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,kept
negative:25,negative,25,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,kept
negative:26,negative,26,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,kept
negative:27,negative,27,c1ccc2ccccc2c1,kept
negative:28,negative,28,c1ccc2ncccc2c1,kept
negative:29,negative,29,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,kept
negative:30,negative,30,Oc1ccc(-c2ccccc2)cc1,kept
negative:31,negative,31,O=[N+]([O-])c1ccc2[nH]cnc2c1,kept
negative:32,negative,32,Cc1ccc(N)cc1C,kept
negative:33,negative,33,Cc1ccc(C)c(N)c1,kept
negative:34,negative,34,Oc1cc(Cl)c(Cl)cc1Cl,kept
negative:35,negative,35,COc1ccc(N)c([N+](=O)[O-])c1,kept
negative:36,negative,36,FC(F)(F)c1ccccc1,kept
negative:37,negative,37,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,kept
negative:38,negative,38,CC(C)(C)c1ccc(C(=O)O)cc1,kept
negative:39,negative,39,C=C(C)c1ccccc1,kept
negative:40,negative,40,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,kept
negative:41,negative,41,Oc1ccc(Cc2ccccc2)cc1,kept
negative:42,negative,42,c1ccc(Oc2ccccc2)cc1,kept
negative:43,negative,43,OCCN(CCO)CCO,kept
negative:44,negative,44,c1ccc(COCc2ccccc2)cc1,kept
negative:45,negative,45,CCNc1ccccc1,kept
negative:46,negative,46,CN(C)Cc1ccccc1,kept
negative:47,negative,47,CCc1ccc(CC)cc1,kept
negative:48,negative,48,Clc1ccc(Cl)cc1,kept
negative:49,negative,49,Oc1ccc(Cl)cc1,kept
negative:50,negative,50,BrCCBr,kept
negative:51,negative,51,C=C(C)CC(C)(C)C,kept
negative:52,negative,52,Nc1nc(N)nc(N)n1,kept
negative:53,negative,53,CC1CCCCC1,kept
negative:54,negative,54,Clc1ccccn1,kept
negative:55,negative,55,c1ccsc1,kept
negative:56,negative,56,CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,kept
negative:57,negative,57,N#CCCNCCC#N,kept
negative:58,negative,58,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,kept
negative:59,negative,59,O=P(OCCCl)(OCCCl)OCCCl,kept
negative:60,negative,60,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,kept
negative:61,negative,61,CCNc1cccc2ccccc12,kept
negative:62,negative,62,O=C(ON=C1C=CC(=NOC(=O)c2ccccc2)C=C1)c1ccccc1,kept
negative:63,negative,63,S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,kept
negative:64,negative,64,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,kept
negative:65,negative,65,c1ccc(Nc2ccccc2)cc1,kept
negative:66,negative,66,O=S1(=O)CCCC1,kept
negative:67,negative,67,ClC(Cl)=C(Cl)Cl,kept
negative:68,negative,68,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,kept
negative:69,negative,69,CCOP(=S)(OCC)SCC[S+]([O-])CC,kept
negative:70,negative,70,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,kept
negative:71,negative,71,O=P(O)(O)OCC(Cl)(Cl)Cl,kept
negative:72,negative,72,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,kept
negative:73,negative,73,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,kept
negative:74,negative,74,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,kept
negative:75,negative,75,COP(=O)(OC)OC,kept
negative:76,negative,76,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,kept
negative:77,negative,77,CCNc1ccc(C)cc1,kept
negative:78,negative,78,CN(C)P(=O)(N(C)C)N(C)C,kept
negative:79,negative,79,CNc1cccc(C)c1,kept
negative:80,negative,80,CC(C)=CC=C(C)C,kept
negative:81,negative,81,Cc1c2ccccc2cc2ccccc12,kept
negative:82,negative,82,OCc1cccc(Cl)c1,kept
negative:83,negative,83,Cc1cc2ccccc2c2ccccc12,kept
negative:84,negative,84,OC(C(F)(F)F)C(F)(F)F,kept
negative:85,negative,85,CCNc1nc(NCC)nc(SC)n1,kept
negative:86,negative,86,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,kept
negative:87,negative,87,O=C1CCCCC1=C1CCCCC1,kept
negative:88,negative,88,C=CCOP(=O)(OCC=C)OCC=C,kept
negative:89,negative,89,CN(C)C1CSSC1,kept
negative:90,negative,90,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,kept
negative:91,negative,91,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,kept
negative:92,negative,92,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,kept
negative:93,negative,93,CC1(O)CC2CCC1(C)C2(C)C,kept
negative:94,negative,94,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,kept
negative:95,negative,95,CNC(=O)Oc1ccccc1C(C)C,kept
negative:96,negative,96,CCCCCCCCCCCCCCCCCCS,kept
negative:97,negative,97,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,kept
negative:98,negative,98,OCC(CO)(CBr)CBr,kept
negative:99,negative,99,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,kept
negative:100,negative,100,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,kept
negative:101,negative,101,Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)[nH]n(-c4ccccc4)c3=O)c(Cl)c2)cc1Cl,kept
negative:102,negative,102,COP(=S)(OC)Oc1ccc([S+](C)[O-])c(C)c1,kept
negative:103,negative,103,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,kept
negative:104,negative,104,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,kept
negative:105,negative,105,O=NN(O)C1CCCCC1,kept
negative:106,negative,106,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,kept
negative:107,negative,107,CCc1ccc(-c2ccccc2)cc1,kept
negative:108,negative,108,O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,kept
negative:109,negative,109,COP(=O)(OC)Oc1ccccc1,kept
negative:110,negative,110,CC(C)CN1CCOCC1,kept
negative:111,negative,111,CCCCCCCCCCSSCCCCCCCCCC,kept
negative:112,negative,112,CNc1ccc(C(=O)O)cc1,kept
negative:113,negative,113,CCOP(=O)(OCC)SCc1ccccc1,kept
negative:114,negative,114,Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,kept
negative:115,negative,115,C[N+](C)(C)Cc1ccccc1,kept
negative:116,negative,116,OCc1c(Cl)cccc1Cl,kept
negative:117,negative,117,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,kept
negative:118,negative,118,CC(C)CCCCCCCO,kept
negative:119,negative,119,CCCCCCCCn1sccc1=O,kept
negative:120,negative,120,CC(C)CCCCCCCCCCO,kept
negative:121,negative,121,CCCCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,kept
negative:122,negative,122,Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc(S(=O)(=O)O)c5cccc(S(=O)(=O)O)c5c4)c(C)c3)n2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,kept
negative:123,negative,123,Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O,kept
negative:124,negative,124,CCCCCCCCCCCCCOP(Oc1ccccc1)Oc1ccccc1,kept
negative:125,negative,125,CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,kept
negative:126,negative,126,Nc1c(Cl)cc(-c2cc(Cl)c(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,kept
negative:127,negative,127,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,kept
negative:128,negative,128,Cc1cc(=O)[nH]c(C(C)C)n1,kept
negative:129,negative,129,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,kept
negative:130,negative,130,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,kept
negative:131,negative,131,Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2,kept
negative:132,negative,132,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,kept
negative:133,negative,133,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,kept
negative:134,negative,134,O=C(Nc1cccc(Cl)c1)OCC#CCCl,kept
negative:135,negative,135,COP(N)(=O)SC,kept
negative:136,negative,136,C=CC=O,kept
negative:137,negative,137,N=C(N)NCCCCCCCCNCCCCCCCCN=C(N)N,kept
negative:138,negative,138,CC#Cc1cc(C)nc(Nc2ccccc2)n1,kept
negative:139,negative,139,CNC(=O)CSP(=O)(OC)OC,kept
negative:140,negative,140,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,kept
negative:141,negative,141,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,kept
negative:142,negative,142,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,kept
negative:143,negative,143,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,kept
negative:144,negative,144,S=C(S)NCCNC(=S)S,kept
negative:145,negative,145,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,kept
negative:146,negative,146,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,kept
negative:147,negative,147,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,kept
negative:148,negative,148,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,kept
negative:149,negative,149,CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC,kept
negative:150,negative,150,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,kept
negative:151,negative,151,Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,kept
negative:152,negative,152,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,kept
negative:153,negative,153,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,kept
negative:154,negative,154,Nc1cc(Cl)nc(C(=O)O)c1Cl,kept
negative:155,negative,155,CN(C)C(=O)Nc1ccc(Cl)cc1,kept
negative:156,negative,156,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,kept
negative:157,negative,157,CNC(=O)Oc1cccc2c1OC(C)(C)C2,kept
negative:158,negative,158,COc1nc(NC(C)C)nc(NC(C)C)n1,kept
negative:159,negative,159,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,kept
negative:160,negative,160,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,kept
negative:161,negative,161,O=C(O)c1nc(Cl)ccc1Cl,kept
negative:162,negative,162,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,kept
negative:163,negative,163,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,kept
negative:164,negative,164,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,kept
