original_smiles,standardized_smiles,status,reason,changed,fragment_changed,charge_changed,tautomer_changed
CN=C(O)Oc1cc(C)cc(C(C)C)c1,CNC(=O)Oc1cc(C)cc(C(C)C)c1,ok,,True,False,False,True
OC=NC(N1CCN(C(N=CO)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,ok,,True,False,False,True
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,ok,,False,False,False,False
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,ok,,False,False,False,False
CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCOCN(C(=O)CCl)c1c(C)cccc1CC,ok,,False,False,False,False
Oc1cc(Cl)nnc1-c1ccccc1,O=c1cc(Cl)[nH]nc1-c1ccccc1,ok,,True,False,False,True
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,ok,,False,False,False,False
CC1=C(C(O)=Nc2ccccc2)SCCO1,CC1=C(C(=O)Nc2ccccc2)SCCO1,ok,,True,False,False,True
Cl/C=C/CCl,Cl/C=C/CCl,ok,,False,False,False,False
CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O,CCCCCCCCCCC=Cc1c(OC(C)=O)c(O)c2ccccc2c1O,ok,,True,False,False,True
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,O=c1c(C2CCCc3ccccc32)c(O)oc2ccccc12,ok,,True,False,False,True
Cc1nc(O)n(C(C)(C)C)c(=O)c1Cl,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,ok,,True,False,False,True
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,ok,,False,False,False,False
CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,ok,,True,False,False,True
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,ok,,False,False,False,False
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,ok,,False,False,False,False
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,ok,,False,False,False,False
CCCC(NOCC)=C1C(=O)CC(CC(C)SCC)CC1=O,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,ok,,True,False,False,True
N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,ok,,False,False,False,False
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,ok,,False,False,False,False
COc1nc(C)nc(=NC(O)=NS(=O)(=O)c2ccccc2CCC(F)(F)F)[nH]1,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,ok,,True,False,False,True
O=C(O)COc1ccc(Cl)cc1Cl,O=C(O)COc1ccc(Cl)cc1Cl,ok,,False,False,False,False
O=C(O)c1ccc(Cl)cc1,O=C(O)c1ccc(Cl)cc1,ok,,False,False,False,False
N#Cc1cc(Br)c(O)c(Br)c1,N#Cc1cc(Br)c(O)c(Br)c1,ok,,False,False,False,False
CCC/C(=N\OCC)C1=C(O)CC(CC(C)SCC)CC1=O,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,ok,,True,False,False,True
Cc1cccc(C(C)C)c1,Cc1cccc(C(C)C)c1,ok,,False,False,False,False
N=c1nc[nH][nH]1,Nc1nc[nH]n1,ok,,True,False,False,True
ClCCl,ClCCl,ok,,False,False,False,False
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,ok,,False,False,False,False
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,ok,,False,False,False,False
c1cc2c3c(cccc3c1)CC2,c1cc2c3c(cccc3c1)CC2,ok,,False,False,False,False
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,C=Cc1ccc2c(O)c3ccccc3c(O)c2c1,ok,,True,False,False,True
Nc1ccccc1-c1ccccc1,Nc1ccccc1-c1ccccc1,ok,,False,False,False,False
OC(=Nc1ccccc1)c1cc2ccccc2cc1O,O=C(Nc1ccccc1)c1cc2ccccc2cc1O,ok,,True,False,False,True
Cc1ccccc1O,Cc1ccccc1O,ok,,False,False,False,False
Clc1ccccc1Cl,Clc1ccccc1Cl,ok,,False,False,False,False
Nc1ccccc1Cl,Nc1ccccc1Cl,ok,,False,False,False,False
Cc1ccc(N)cc1N,Cc1ccc(N)cc1N,ok,,False,False,False,False
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,ok,,False,False,False,False
CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,ok,,False,False,False,False
CNc1ccccc1,CNc1ccccc1,ok,,False,False,False,False
C=CCN(CC=C)CC=C,C=CCN(CC=C)CC=C,ok,,False,False,False,False
CCCCCCCCCc1ccc(O)cc1,CCCCCCCCCc1ccc(O)cc1,ok,,False,False,False,False
O=Cc1ccc(Cl)cc1,O=Cc1ccc(Cl)cc1,ok,,False,False,False,False
Nc1cccc(N)c1,Nc1cccc(N)c1,ok,,False,False,False,False
c1ccoc1,c1ccoc1,ok,,False,False,False,False
NCCNCCO,NCCNCCO,ok,,False,False,False,False
OCC(CO)(CO)CO,OCC(CO)(CO)CO,ok,,False,False,False,False
Oc1c(Br)cc(Br)cc1Br,Oc1c(Br)cc(Br)cc1Br,ok,,False,False,False,False
O=C(O)c1ccccc1Cl,O=C(O)c1ccccc1Cl,ok,,False,False,False,False
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,ok,,False,False,False,False
C1COCCO1,C1COCCO1,ok,,False,False,False,False
CC(C)(CO)CO,CC(C)(CO)CO,ok,,False,False,False,False
COc1ccc(C(=O)c2ccccc2)c(O)c1,COc1ccc(C(=O)c2ccccc2)c(O)c1,ok,,False,False,False,False
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,ok,,False,False,False,False
N#CNC(=N)N,N#CN=C(N)N,ok,,True,False,False,True
C1CCC2CCCC2C1,C1CCC2CCCC2C1,ok,,False,False,False,False
C(=NC1CCCCC1)=NC1CCCCC1,C(=NC1CCCCC1)=NC1CCCCC1,ok,,False,False,False,False
CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,ok,,False,False,False,False
Nc1ccc(Cl)cc1Cl,Nc1ccc(Cl)cc1Cl,ok,,False,False,False,False
O=[N+]([O-])c1cccc(O)c1,O=[N+]([O-])c1cccc(O)c1,ok,,False,False,False,False
COc1cccc([N+](=O)[O-])c1,COc1cccc([N+](=O)[O-])c1,ok,,False,False,False,False
Oc1cc(Cl)ccc1Cl,Oc1cc(Cl)ccc1Cl,ok,,False,False,False,False
Nc1cccc(O)c1,Nc1cccc(O)c1,ok,,False,False,False,False
CN1CCCCC1,CN1CCCCC1,ok,,False,False,False,False
Nc1cc(Cl)c(Cl)c(Cl)c1,Nc1cc(Cl)c(Cl)c(Cl)c1,ok,,False,False,False,False
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,ok,,False,False,False,False
Cc1cc(O)ccc1[N+](=O)[O-],Cc1cc(O)ccc1[N+](=O)[O-],ok,,False,False,False,False
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,ok,,False,False,False,False
CCCCCCCCCCCCCCCCCCN=C(O)NCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,ok,,True,False,False,True
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,ok,,False,False,False,False
Cc1ccc(C)c(C(C)c2ccccc2)c1,Cc1ccc(C)c(C(C)c2ccccc2)c1,ok,,False,False,False,False
O=S(=O)(O)c1cc(N=c2[nH]c(N3CCOCC3)nc(=Nc3ccccc3)[nH]2)ccc1/C=C/c1ccc(N=c2[nH]c(N3CCOCC3)nc(=Nc3ccccc3)[nH]2)cc1S(=O)(=O)O,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,ok,,True,False,False,True
O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,ok,,False,False,False,False
Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,ok,,False,False,False,False
N#CCCN(CCC#N)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,N#CCCN(CCC#N)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,ok,,False,False,False,False
CCCCCCCCCCCCNC(=N)N,CCCCCCCCCCCCN=C(N)N,ok,,True,False,False,True
CN(C)C(O)=Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,ok,,True,False,False,True
CN=c1nc(SC)[nH]c(=NC(C)C)[nH]1,CNc1nc(NC(C)C)nc(SC)n1,ok,,True,False,False,True
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,ok,,False,False,False,False
COc1cc(OC)nc(N=C(O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,ok,,True,False,False,True
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,ok,,True,False,False,True
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,ok,,False,False,False,False
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,ok,,False,False,False,False
CN=C(S)S,CNC(=S)S,ok,,True,False,False,True
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,ok,,False,False,False,False
CCOC(=O)/C(Cl)=C/c1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,CCOC(=O)/C(Cl)=C/c1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,ok,,False,False,False,False
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,ok,,False,False,False,False
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,ok,,False,False,False,False
CN(C)C(O)=Nc1cccc(C(F)(F)F)c1,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,ok,,True,False,False,True
COC(O)=NS(=O)(=O)c1ccc(N)cc1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,ok,,True,False,False,True
