original_smiles,standardized_smiles,status,reason,changed,fragment_changed,charge_changed,tautomer_changed
FC(F)(F)c1ccc(Cl)c(Cl)c1,FC(F)(F)c1ccc(Cl)c(Cl)c1,ok,,False,False,False,False
c1ccc(-c2cccc3ccccc23)cc1,c1ccc(-c2cccc3ccccc23)cc1,ok,,False,False,False,False
C=CCCCCCCCC,C=CCCCCCCCC,ok,,False,False,False,False
CC(C)c1ccc2ccccc2c1,CC(C)c1ccc2ccccc2c1,ok,,False,False,False,False
Clc1ccc(-c2ccc(Cl)cc2)cc1,Clc1ccc(-c2ccc(Cl)cc2)cc1,ok,,False,False,False,False
CCCCC(C)CCCC(C)C,CCCCC(C)CCCC(C)C,ok,,False,False,False,False
CC(CC(C)(C)C)CC(C)(C)C,CC(CC(C)(C)C)CC(C)(C)C,ok,,False,False,False,False
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,ok,,False,False,False,False
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,ok,,False,False,False,False
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,ok,,False,False,False,False
Clc1ccc(Cl)c(-c2ccccc2)c1,Clc1ccc(Cl)c(-c2ccccc2)c1,ok,,False,False,False,False
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,ok,,False,False,False,False
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,ok,,False,False,False,False
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,ok,,False,False,False,False
Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1,ok,,False,False,False,False
Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl,ok,,False,False,False,False
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,ok,,False,False,False,False
Clc1ccc2oc3cc(Cl)c(Cl)c(Cl)c3c2c1,Clc1ccc2oc3cc(Cl)c(Cl)c(Cl)c3c2c1,ok,,False,False,False,False
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,ok,,False,False,False,False
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,ok,,False,False,False,False
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],ok,,False,False,False,False
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C(Br)C(Br)(Br)Br,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C(Br)C(Br)(Br)Br,ok,,True,False,False,True
Clc1ccc(Cl)c(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl,ok,,False,False,False,False
CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,ok,,False,False,False,False
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,ok,,False,False,False,False
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,Clc1cc(Cl)c(-c2ccccc2)cc1Cl,ok,,False,False,False,False
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,ok,,False,False,False,False
Brc1ccc(Br)c(Br)c1,Brc1ccc(Br)c(Br)c1,ok,,False,False,False,False
CC1CC(C)CC(C)C1,CC1CC(C)CC(C)C1,ok,,False,False,False,False
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,ok,,False,False,False,False
Cc1cc(Cl)c(Cl)cc1Cl,Cc1cc(Cl)c(Cl)cc1Cl,ok,,False,False,False,False
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,ok,,False,False,False,False
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,ok,,False,False,False,False
