original_smiles,standardized_smiles,status,reason,changed,fragment_changed,charge_changed,tautomer_changed
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,ok,,False,False,False,False
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],ok,,False,False,False,False
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,ok,,False,False,False,False
Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,ok,,False,False,False,False
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],ok,,False,False,False,False
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,ok,,False,False,False,False
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,ok,,False,False,False,False
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,ok,,False,False,False,False
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,ok,,False,False,False,False
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],ok,,False,False,False,False
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,ok,,False,False,False,False
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,ok,,False,False,False,False
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,ok,,True,False,False,True
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,ok,,False,False,False,False
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,ok,,True,False,False,True
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,ok,,False,False,False,False
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,ok,,False,False,False,False
CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,ok,,True,False,False,True
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,ok,,False,False,False,False
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,ok,,False,False,False,False
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,ok,,False,False,False,False
Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,ok,,False,False,False,False
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,ok,,False,False,False,False
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,ok,,False,False,False,False
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,ok,,False,False,False,False
OC(=Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,ok,,True,False,False,True
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,ok,,False,False,False,False
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],ok,,False,False,False,False
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,ok,,False,False,False,False
Brc1ccc(-c2ccc(Br)cc2)cc1,Brc1ccc(-c2ccc(Br)cc2)cc1,ok,,False,False,False,False
c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,ok,,False,False,False,False
Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,ok,,False,False,False,False
C=CCCCCCCC,C=CCCCCCCC,ok,,False,False,False,False
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,ok,,False,False,False,False
COc1cc(Cl)c(Cl)c(Cl)c1Cl,COc1cc(Cl)c(Cl)c(Cl)c1Cl,ok,,False,False,False,False
Clc1cc2ccccc2c2ccccc12,Clc1cc2ccccc2c2ccccc12,ok,,False,False,False,False
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],ok,,False,False,False,False
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ok,,False,False,False,False
Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,ok,,False,False,False,False
ClC1=C(Cl)C2(Cl)C(Cl)CC1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C(Cl)CC1(Cl)C2(Cl)Cl,ok,,False,False,False,False
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,ok,,False,False,False,False
CCCCCCC1CCCCC1,CCCCCCC1CCCCC1,ok,,False,False,False,False
Clc1ccc2oc3ccc(Cl)cc3c2c1,Clc1ccc2oc3ccc(Cl)cc3c2c1,ok,,False,False,False,False
CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1,CCCCC(CC)Cn1c(O)c2c(c1O)C1(C(C)C)C=CC2(C)CC1,ok,,True,False,False,True
CC(C)C1CCC(C(C)C)CC1,CC(C)C1CCC(C(C)C)CC1,ok,,False,False,False,False
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,ok,,False,False,False,False
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,ok,,False,False,False,False
Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,Cc1c(Cl)c(Br)c(Br)c(Br)c1Br,ok,,False,False,False,False
CC1CC(C)CC(C)(C)C1,CC1CC(C)CC(C)(C)C1,ok,,False,False,False,False
Clc1ccc(Oc2ccccc2)c(Cl)c1,Clc1ccc(Oc2ccccc2)c(Cl)c1,ok,,False,False,False,False
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,ok,,False,False,False,False
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,ok,,False,False,False,False
Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,ok,,False,False,False,False
C/C(=C\C(C)C)CC(C)C,C/C(=C\C(C)C)CC(C)C,ok,,False,False,False,False
c1ccc(-c2ccccc2-c2ccccc2)cc1,c1ccc(-c2ccccc2-c2ccccc2)cc1,ok,,False,False,False,False
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,ok,,False,False,False,False
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,ok,,False,False,False,False
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,ok,,False,False,False,False
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],ok,,False,False,False,False
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],ok,,False,False,False,False
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,ok,,False,False,False,False
CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,ok,,False,False,False,False
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,ok,,False,False,False,False
CCCCSP(=O)(SCCCC)SCCCC,CCCCSP(=O)(SCCCC)SCCCC,ok,,False,False,False,False
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,ok,,False,False,False,False
Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,ok,,False,False,False,False
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,O=c1c(C2CC(c3ccc(OCc4ccc(C(F)(F)F)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,ok,,True,False,False,True
c1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,ok,,False,False,False,False
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,ok,,False,False,False,False
Cc1ccc2ccccc2c1,Cc1ccc2ccccc2c1,ok,,False,False,False,False
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,ok,,False,False,False,False
Cc1ccc(C)c(Cc2ccccc2)c1,Cc1ccc(C)c(Cc2ccccc2)c1,ok,,False,False,False,False
CCCCCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCC=Cc1ccc2c(O)c3ccccc3c(O)c2c1,ok,,True,False,False,True
COc1cc(Cl)c(Cl)c(Cl)c1OC,COc1cc(Cl)c(Cl)c(Cl)c1OC,ok,,False,False,False,False
C=CCCC(CC)CCCC,C=CCCC(CC)CCCC,ok,,False,False,False,False
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,ok,,False,False,False,False
Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1,ok,,False,False,False,False
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,ok,,False,False,False,False
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,ok,,False,False,False,False
CCCCCCCC(C)C(C)(C)C,CCCCCCCC(C)C(C)(C)C,ok,,False,False,False,False
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,ok,,False,False,False,False
CC(C)c1cccc(C(C)C)c1,CC(C)c1cccc(C(C)C)c1,ok,,False,False,False,False
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ok,,False,False,False,False
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,ok,,False,False,False,False
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,ok,,False,False,False,False
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ok,,False,False,False,False
c1ccc2c(c1)ccc1ccccc12,c1ccc2c(c1)ccc1ccccc12,ok,,False,False,False,False
Clc1cc(Cl)c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,ok,,False,False,False,False
c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,ok,,False,False,False,False
Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,ok,,False,False,False,False
Cc1cccc2c1ccc1ccccc12,Cc1cccc2c1ccc1ccccc12,ok,,False,False,False,False
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,ok,,False,False,False,False
Clc1cccc(-c2ccccc2)c1Cl,Clc1cccc(-c2ccccc2)c1Cl,ok,,False,False,False,False
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,ok,,False,False,False,False
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,ok,,False,False,False,False
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,ok,,False,False,False,False
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,ok,,False,False,False,False
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,ok,,False,False,False,False
OCc1cc(Cl)cc(Cl)c1Cl,OCc1cc(Cl)cc(Cl)c1Cl,ok,,False,False,False,False
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,ok,,False,False,False,False
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,ok,,False,False,False,False
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,ok,,False,False,False,False
